year,month,day,hour,minute,second,Ta,qa,Psfc,U,SW,PPT
2022,1,17,8,15,0,265.235,0.0017620250000000086,67911.625,2.484458350000026,0.0,0.0
2022,1,17,8,30,0,265.24,0.001786949999999983,67911.35,2.560597799999948,0.0,0.0
2022,1,17,8,45,0,265.245,0.0018118749999999914,67911.07500000001,2.636737249999974,0.0,0.0
2022,1,17,9,0,0,265.25,0.0018368,67910.8,2.7128767,0.0,0.0
2022,1,17,9,15,0,265.1675000000001,0.0018443999999999947,67888.32500000001,2.651022775000042,0.0,0.0
2022,1,17,9,30,0,265.08500000000004,0.001852,67865.85,2.58916885,0.0,0.0
2022,1,17,9,45,0,265.00249999999994,0.0018596000000000053,67843.37499999999,2.5273149249999576,0.0,0.0
2022,1,17,10,0,0,264.92,0.0018672,67820.9,2.465461,0.0,0.0
2022,1,17,10,15,0,264.8375,0.0018747000000000026,67798.57499999998,2.4063321749999798,0.0,0.0
2022,1,17,10,30,0,264.75499999999994,0.001882200000000005,67776.24999999997,2.34720334999996,0.0,0.0
2022,1,17,10,45,0,264.6725,0.0018896999999999974,67753.92500000002,2.2880745250000203,0.0,0.0
2022,1,17,11,0,0,264.59,0.0018972,67731.6,2.2289457,0.0,0.0
2022,1,17,11,15,0,264.50749999999994,0.0019047000000000024,67709.125,2.1744330999999817,0.0,0.0
2022,1,17,11,30,0,264.42500000000007,0.001912199999999995,67686.65000000002,2.1199205000000374,0.0,0.0
2022,1,17,11,45,0,264.34250000000003,0.0019196999999999975,67664.175,2.0654079000000185,0.0,0.0
2022,1,17,12,0,0,264.26,0.0019272,67641.7,2.0108953,0.0,0.0
2022,1,17,12,15,0,264.235,0.0019199750000000048,67650.54999999999,1.9989425500000082,0.0,0.0
2022,1,17,12,30,0,264.21000000000004,0.00191275,67659.4,1.9869898,0.0,0.0
2022,1,17,12,45,0,264.185,0.001905524999999995,67668.25,1.9750370499999919,0.0,0.0
2022,1,17,13,0,0,264.16,0.0018983,67677.1,1.9630843,0.0,0.0
2022,1,17,13,15,0,264.135,0.0018909999999999975,67685.8,1.9514856999999959,0.0,0.0
2022,1,17,13,30,0,264.11,0.001883699999999995,67694.5,1.939887099999992,0.0,0.0
